"sparse weighted graph embedding,"	,"
13792,-3.9819846,-1.0180775	,-3.4717622,0.50477564
13793,-3.9585989,-1.0207834	,-3.4830987,0.49562502
13794,-3.9491725,-1.0071642	,-3.4905093,0.4935999
13795,-4.065516,-1.049231	,-3.488475,0.4815059
13796,-4.093189,-1.055627	,-3.495548,0.4976681
13797,-4.094936,-1.0628164	,-3.5022922,0.49433398
13798,-4.1244864,-1.0626425	,-3.513786,0.49299476
13799,-4.123159,-1.0650619	,-3.52983,0.5001713
13800,-4.1342316,-1.0636919	,0.009393482,0.103237785
13801,-3.7825863,-0.96697634	,-0.097094305,-0.12867594
13802,-4.0195093,-1.0429844	,-3.3327928,0.48531982
13803,-4.0790925,-1.0591774	,-3.3444781,0.47555014
13804,-4.083268,-1.0610529	,-3.345367,0.4891918
13805,-4.4659,-1.1492116	,-3.3570983,0.475577
13806,-4.4729233,-1.160829	,-3.3647509,0.47978014
13807,-4.4871573,-1.1600977	,-3.5121393,0.49431846
13808,-4.5247045,-1.1830121	,-3.5203154,0.51091594
13809,-4.534553,-1.1794468	,-3.5321763,0.50103927
13810,-4.516929,-1.1739986	,-3.532302,0.51167464
13811,-4.555508,-1.1786821	,-3.5320888,0.5149354
13812,-4.543283,-1.1734203	,-3.5403707,0.51356465
13813,-4.5623903,-1.1797268	,-3.5461063,0.5141465
13814,-4.575219,-1.1904289	,-3.5761507,0.51607317
13815,-4.3279366,-1.1113529	,-3.5696194,0.5114363
13816,-4.316574,-1.1145573	,-3.5791085,0.5167228
13817,-4.325902,-1.1130676	,-3.5853841,0.5098882
13818,-4.334133,-1.1225873	,-3.5834363,0.5217046
13819,-4.349819,-1.1336231	,-3.5945299,0.5292969
13820,-4.2608614,-1.0839459	,-3.60922,0.5260753
13821,-4.5848465,-1.1684443	,-3.6154625,0.5116434
13822,-4.5678186,-1.1758718	,-3.6263738,0.5327771
13823,-4.576095,-1.1794933	,-3.6326876,0.5460094
13824,-4.571447,-1.1803445	,-3.6455865,0.5519424
13825,-4.60552,-1.1882466	,-3.6563892,0.5258745
13826,-4.619232,-1.1937325	,-3.6633916,0.53478104
13827,-4.627453,-1.19364	,-3.6845148,0.5395259
13828,-4.6451206,-1.2044926	,-3.6746304,0.53846693
13829,-4.6622925,-1.2009665	,-3.6778371,0.5423825
13830,-4.6782875,-1.2138902	,-3.6838331,0.54047006
13831,-4.6743393,-1.2031817	,-3.7064412,0.5400585
13832,-4.666755,-1.2126961	,-3.713757,0.5430605
13833,-4.7009325,-1.2139001	,-3.7216666,0.55597794
13834,-4.715717,-1.2204651	,-3.7376451,0.5530847
13835,-4.714579,-1.2228347	,-3.7404146,0.5480575
13836,-4.7179255,-1.216564	,-3.7444966,0.55068517
13837,-4.7446795,-1.227075	,0.16257,-0.10374577
13838,-4.697564,-1.2142063	,0.08100474,0.21170652
13839,-4.714077,-1.2151167	,-0.18529543,-0.1497212
13840,-4.7022166,-1.2054571	,0.12434061,0.097758435
13841,-4.729165,-1.2158562	,0.15664817,0.18841696
13842,-4.7525673,-1.2188325	,0.08743588,-0.103577234
13843,-4.4557843,-1.1355937	,-0.09069442,-0.18991636
13844,-4.4620137,-1.155922	,-0.18959579,0.09452599
13845,-4.477419,-1.16176	,0.22157463,-0.0153339235
13846,-4.465454,-1.1534151	,-0.023605008,-0.043097377
13847,-4.488491,-1.1582572	,0.22526547,-0.0551242
13848,-4.5294,-1.1697963	,-0.07984005,0.124510296
13849,-4.6942644,-1.2172439	,-0.016981218,-0.0920576
13850,-4.670232,-1.2125571	,0.18088001,-0.17440376
13851,-4.712231,-1.2155828	,-0.17646985,0.00093974115
13852,-4.7253375,-1.229519	,-0.15835494,-0.01534694
13853,-4.7144966,-1.2162975	,0.18103261,0.04509742
13854,-4.7264996,-1.2295964	,0.012827571,-0.05429441
13855,-4.7484202,-1.2291735	,-0.0008831022,0.123748325
13856,-0.18094887,0.09100573	,-0.18094887,0.09100573
13857,0.03053055,-0.2459521	,0.03053055,-0.2459521
13858,0.06880896,-0.096593864	,0.06880896,-0.096593864
13859,-4.694643,-1.2159414	,0.11285344,0.12394429
13860,-4.733836,-1.21565	,-0.012761722,-0.12452298
13861,-4.6944966,-1.2004313	,0.1867324,-0.087763615
13862,-4.7305956,-1.2061768	,0.19400454,-0.10414175
13863,-4.758742,-1.2389497	,-0.096483774,0.028830772
13864,-4.7900286,-1.2456326	,0.022039942,0.2246041
13865,-4.8012447,-1.2446007	,-0.13096355,0.18275024
13866,-4.8319674,-1.2591271	,0.05021875,-0.16015501
13867,-4.8000274,-1.2402864	,0.11376982,0.10657392
13868,-4.8480425,-1.2586955	,-0.0010629791,-0.0004443171
13869,-4.841739,-1.266689	,0.19457431,0.18523596
13870,-4.847219,-1.2653818	,0.11040397,0.010096535
13871,-4.8438654,-1.2539161	,-0.24372356,0.21607096
13872,-4.897394,-1.2737983	,-0.007194853,0.2337045
13873,-4.8870115,-1.2827784	,0.0035900332,-0.027207166
13874,-4.901531,-1.2698009	,-0.029868692,-0.1732355
13875,-4.9189105,-1.2756977	,-0.067990564,0.1858653
13876,-4.9200854,-1.2779462	,0.24461071,-0.043618172
13877,-4.822285,-1.2406808	,-0.21659724,0.012234005
13878,-4.8539486,-1.2561862	,0.042040776,0.022298945
13879,-4.8712955,-1.2600764	,0.23139139,-0.015462398
13880,-0.21393979,-0.22612216	,-0.21393979,-0.22612216
13881,-0.10783397,-0.10833961	,-0.10783397,-0.10833961
13882,0.13156569,0.11097286	,0.13156569,0.11097286
13883,0.14221707,-0.070399895	,0.14221707,-0.070399895
13884,-0.19668758,0.18232343	,-0.19668758,0.18232343
13885,0.063557245,0.009502372	,0.063557245,0.009502372
13886,0.12557709,0.083556	,0.12557709,0.083556
13887,-0.012552927,-0.15849306	,-0.012552927,-0.15849306
13888,0.20935251,0.008426888	,0.20935251,0.008426888
13889,-0.037883803,-0.19656806	,-0.037883803,-0.19656806
13890,-4.5207095,-1.1575713	,-3.6856253,0.54268324
13891,-4.557562,-1.1758664	,-3.689379,0.5513625
13892,-4.553266,-1.1716323	,-3.7145658,0.5426661
13893,-4.5714912,-1.1768725	,-3.7315521,0.5514926
13894,-4.5868816,-1.1704574	,-3.7378912,0.5535749
13895,-4.3642397,-1.1163489	,-3.7480214,0.5634077
13896,-4.370635,-1.1169891	,-3.741431,0.5430498
13897,-4.3775,-1.127005	,-3.6187158,0.5318379
13898,-4.4028125,-1.1329187	,-3.6317325,0.5513939
13899,-4.4262867,-1.1317899	,-3.6274726,0.5531757
13900,-4.424462,-1.1426587	,-3.6376655,0.5599562
13901,-4.4433784,-1.1465443	,-3.6593719,0.55504346
13902,-4.435798,-1.1425134	,-3.6597114,0.5589305
13903,-4.446231,-1.1399647	,-3.5581717,0.5363096
13904,-4.4732895,-1.1484594	,-3.5580523,0.5389469
13905,-4.203093,-1.0731676	,-3.573567,0.5440762
13906,-4.326746,-1.1156819	,-3.5793355,0.52750933
13907,-4.346149,-1.1194004	,-3.8075557,0.5715311
13908,-4.366314,-1.1271906	,-3.8205192,0.5544843
13909,-4.3709536,-1.1263515	,-3.832543,0.5692451
13910,-4.3786235,-1.1210254	,-3.8537388,0.5784725
13911,-4.218713,-1.0792931	,-3.8529317,0.57997215
13912,-4.210603,-1.0864933	,-3.8654377,0.5780704
13913,-4.267791,-1.1038606	,-3.859473,0.58551615
13914,-4.2900853,-1.1063186	,-3.8933535,0.59406054
13915,-4.299533,-1.1072413	,-3.906302,0.58833474
13916,-4.331287,-1.1151897	,-3.9050846,0.60879344
13917,-4.3494596,-1.1307104	,-3.9108472,0.57168275
13918,-4.3605413,-1.1192769	,-3.9217024,0.58411
13919,-4.35945,-1.1290939	,-3.9174342,0.5674421
13920,-4.200878,-1.0811594	,-3.9385893,0.5945727
13921,-4.207722,-1.0674213	,-3.947821,0.6005252
13922,-4.2186413,-1.0792538	,-3.963631,0.58740884
13923,-4.2457614,-1.0995929	,-3.964674,0.57845515
13924,-4.231117,-1.0799732	,-3.9835606,0.5930656
13925,-4.1523023,-1.0761139	,-0.117514394,0.0156174125
13926,-4.302009,-1.1037431	,0.14232138,0.19048013
13927,-4.483629,-1.1538771	,0.029868376,-0.008501491
13928,-4.496151,-1.1576588	,0.1653468,0.13036679
13929,-4.5044584,-1.1592937	,-0.2163461,-0.007650678
13930,-4.624773,-1.20197	,-0.10532335,-0.07682219
13931,-4.6729407,-1.2066598	,-0.08474723,-0.0050128545
13932,-4.2671137,-1.1033995	,-3.7891884,0.5752284
13933,-4.0552154,-1.0469531	,-3.7972658,0.56445694
13934,-4.053058,-1.0421846	,-3.8120387,0.5648093
13935,-4.068941,-1.0451938	,-3.81331,0.55564165
13936,-4.005246,-1.0299791	,-3.8113995,0.57673717
13937,-3.9436438,-1.0254472	,-3.6663432,0.53533834
13938,-3.8847506,-1.0113363	,-3.4605186,0.5079257
13939,-3.8969383,-1.0075766	,-3.4767144,0.5074669
13940,-3.8995051,-1.01183	,-3.3760524,0.48781362
13941,-4.2622414,-1.1134142	,-3.61691,0.5527202
13942,-4.2880874,-1.1156323	,-3.6033912,0.55622196
13943,-4.1353908,-1.096177	,-3.625472,0.5508222
13944,-4.1229606,-1.09535	,-3.6392837,0.55932647
13945,-4.3040915,-1.1290079	,-3.645746,0.5505516
13946,-4.3471494,-1.1464638	,-3.6584284,0.54427654
13947,-4.3483753,-1.1447277	,-3.6601346,0.55250466
13948,-4.3773503,-1.1451817	,-3.6602376,0.54856086
13949,-4.371927,-1.1573274	,-3.6673121,0.5350306
13950,-4.398454,-1.1606869	,-3.6842568,0.5496529
13951,-4.1422753,-1.0858293	,-3.5873725,0.5328921
13952,-4.2023554,-1.1061902	,-3.5927858,0.55721205
13953,-4.232529,-1.1212686	,-3.6001015,0.5548749
13954,-4.230641,-1.1085104	,-3.6041832,0.55508065
13955,-4.257101,-1.1172414	,-3.6217098,0.53778625
13956,-3.988308,-1.052799	,-3.6254935,0.54838103
13957,-3.8595848,-1.0143692	,-3.41027,0.52127296
13958,-3.85116,-1.0136548	,-3.4106197,0.5103877
13959,-3.7863653,-0.9996337	,-3.368991,0.5231341
13960,-3.846767,-1.0180167	,-3.376297,0.51155144
13961,-3.8593328,-1.0194345	,-3.2091084,0.47914776
13962,-3.8546338,-1.02168	,-3.2314043,0.49965814
13963,-3.874203,-1.0234175	,-3.2246811,0.49852175
13964,-3.7187536,-0.97481793	,-3.1324441,0.46965432
13965,-3.7210977,-0.9794467	,-3.268106,0.5011608
13966,-3.3969777,-0.8933123	,-3.3487325,0.50042266
13967,-3.3494244,-0.883322	,-3.4333687,0.5036211
13968,-3.4699545,-0.89510626	,-3.4227095,0.5150433
13969,-3.5262651,-0.9116128	,-3.4087632,0.50451994
13970,-3.6022172,-0.93818635	,-3.4240274,0.4961108
13971,-3.625915,-0.940848	,-3.4307003,0.51979566
13972,-3.4648843,-0.90783226	,-3.430382,0.52321315
13973,-3.4587471,-0.9014753	,-3.4225152,0.5309764
13974,-3.3288815,-0.8615362	,-3.2757382,0.5093336
13975,-3.4205875,-0.87921077	,-3.2861953,0.49555844
13976,-3.5150852,-0.9106841	,-3.2849667,0.4911095
13977,-3.309659,-0.8567355	,-3.1031544,0.48797408
13978,-3.236871,-0.8324996	,-3.0761106,0.45319465
13979,-3.0896015,-0.8062975	,-3.0412705,0.4602724
13980,-3.1339173,-0.8139299	,-3.0538363,0.47888327
13981,-3.1284397,-0.82133925	,-3.1192296,0.49229
13982,-3.0673485,-0.8023929	,-3.1283169,0.48028746
13983,-3.051894,-0.80573326	,-3.1049294,0.47469437
13984,-3.0469835,-0.8109009	,-3.1249201,0.48115742
13985,-3.0692937,-0.8021778	,-3.1649525,0.48818725
13986,-3.0661147,-0.8033611	,-3.137315,0.4673981
13987,-3.0605855,-0.81182456	,-3.1079133,0.46915692
13988,-3.119828,-0.812799	,-3.1057005,0.45237342
13989,-3.1325297,-0.8100578	,-3.1506884,0.46750173
13990,-3.1455784,-0.82237524	,-3.1550639,0.4773263
13991,-3.1547465,-0.81941545	,-3.1841104,0.47682282
13992,-3.1363587,-0.81734854	,-3.2046597,0.47750935
13993,-3.1393445,-0.81897515	,-3.2137098,0.4816078
13994,-3.1252563,-0.813636	,-3.2113364,0.4759192
13995,-3.1519532,-0.82264435	,-3.2270675,0.48547623
13996,-3.1646888,-0.81883425	,-3.2292788,0.48826474
13997,-3.2395966,-0.8427321	,-3.2335036,0.48467788
13998,-3.1743295,-0.8253407	,-3.1421096,0.4665212
13999,-3.1651566,-0.8164688	,-3.1634831,0.4797663
14000,-3.1026883,-0.80896825	,-2.9143004,0.43305653
14001,-3.140178,-0.8203999	,-2.9087746,0.42978117
14002,-3.153171,-0.8221914	,-2.8439677,0.4251587
14003,-3.1383383,-0.822055	,-2.8263836,0.42915928
14004,-3.1719763,-0.8232668	,-2.8680892,0.42878637
14005,-3.1486387,-0.81246734	,-3.0208085,0.4712959
14006,-3.2327645,-0.83936507	,-2.9384813,0.4441058
14007,-3.219084,-0.8286619	,-3.0437188,0.46339834
14008,-3.0849037,-0.8016045	,-3.0683599,0.47670045
14009,-3.0677297,-0.8019641	,-3.0588949,0.4721646
14010,-3.0497375,-0.7987165	,-3.066108,0.47033536
14011,-3.10951,-0.8057339	,-3.078799,0.47263646
14012,-3.110087,-0.8158309	,-2.973417,0.44792017
14013,-3.0163052,-0.7802096	,-3.0849426,0.46126464
14014,-3.02821,-0.79942364	,-3.0748398,0.4777687
14015,-3.0937676,-0.8095311	,-3.077097,0.47163332
14016,-3.178485,-0.82654464	,-3.1337016,0.48219594
14017,-3.2360642,-0.83799016	,-3.253731,0.49120846
14018,-3.224616,-0.8421147	,-3.2901053,0.5069297
14019,-3.3241258,-0.8582276	,-3.416037,0.52222127
14020,-3.3172073,-0.8512012	,-3.4153352,0.51772755
14021,-3.3393002,-0.87077135	,-3.227024,0.4887457
14022,-3.354578,-0.8693403	,-3.2077827,0.48432755
14023,-3.3698978,-0.8760403	,-3.2175796,0.48854557
14024,-3.3503342,-0.8725844	,-3.255227,0.49208742
14025,-3.3827267,-0.8785495	,-3.2707233,0.49240464
14026,-3.4464755,-0.90461135	,-3.283999,0.48860455
14027,-3.469037,-0.9018421	,-3.2755013,0.494024
14028,-3.4580028,-0.8945472	,-3.284955,0.5014233
14029,-3.5259671,-0.911417	,-3.3268483,0.4841931
14030,-3.53994,-0.9255543	,-3.212672,0.469462
14031,-3.4787648,-0.8981682	,-3.3263884,0.50026965
14032,-3.4938283,-0.91147	,-3.4221215,0.5186627
14033,-3.5405307,-0.9188627	,-3.3021982,0.5070189
14034,-3.572973,-0.9350471	,-3.249796,0.4954993
14035,-3.5859232,-0.93100464	,-3.4070177,0.5052776
14036,-3.6113682,-0.92964923	,-3.4241457,0.5025563
14037,-3.6115155,-0.9427642	,-3.4201524,0.5034042
14038,-3.5357745,-0.9257393	,-3.4301546,0.5042668
14039,-3.61031,-0.9324151	,-3.4391088,0.5274135
14040,-3.6236606,-0.94938725	,-3.4367785,0.52272224
14041,-3.6376262,-0.94556695	,-3.4539752,0.52504194
14042,-3.591238,-0.92545146	,-3.5087676,0.5328795
14043,-3.509929,-0.91123736	,-3.523061,0.5308855
14044,-3.5396326,-0.916047	,-3.3759897,0.4957997
14045,-3.6427093,-0.93745553	,-3.3253405,0.4940869
14046,-3.6276479,-0.9329038	,-3.3390603,0.5048569
14047,-3.7338948,-0.96773803	,-3.4098904,0.51153374
14048,-3.6106439,-0.9410944	,-3.398673,0.5173325
14049,-3.79757,-0.9795317	,-3.5485616,0.53633165
14050,-3.9497254,-1.0199885	,-3.5580673,0.53042614
14051,-4.0545087,-1.0492692	,-3.588156,0.544329
14052,-3.8845005,-1.0095359	,-3.6621344,0.54038817
14053,-3.8953424,-1.0150654	,-3.6683369,0.56563264
14054,-3.8403301,-1.0015566	,-3.775815,0.5728827
14055,-3.7237577,-0.96511716	,-3.5338655,0.5309486
14056,-3.6303146,-0.9497258	,-3.4473343,0.51481265
14057,-3.7442534,-0.9741836	,-3.4649775,0.5235283
14058,-3.7449262,-0.96115035	,-3.4676821,0.5230974
14059,-3.7469573,-0.9768821	,-3.362532,0.51021147
14060,-3.8017042,-0.9981344	,-3.3735814,0.5096511
14061,-3.8235579,-0.9972286	,-3.3816323,0.5174729
14062,-3.8277965,-0.9966569	,-3.3841708,0.5127244
14063,-3.825614,-0.99890405	,-3.4995959,0.5318133
14064,-3.8505578,-1.0028378	,-3.503316,0.5218418
14065,-3.861743,-1.012451	,-3.5181305,0.52950436
14066,-3.8838441,-1.01959	,-3.4082098,0.51269454
14067,-3.561338,-0.9264314	,-3.4098449,0.5067424
14068,-3.7072487,-0.9564078	,-3.5274246,0.5328991
14069,-3.619048,-0.9404655	,-3.3622591,0.51964194
14070,-3.6368365,-0.95081097	,-3.294645,0.49019745
14071,-3.5101287,-0.9126188	,-3.21426,0.4742428
14072,-3.6839023,-0.9631587	,-3.230617,0.4858791
14073,-3.6882267,-0.9562304	,-3.3267314,0.49785072
14074,-3.6988873,-0.96130943	,-3.3403888,0.50811666
14075,-3.7135258,-0.96526235	,-3.340977,0.5032721
14076,-3.7732127,-0.976786	,-3.3203187,0.5032011
14077,-3.7729182,-0.9688864	,-3.3281486,0.48952186
14078,-3.814475,-0.9929293	,-3.287163,0.49855274
14079,-3.8298993,-0.9824761	,-3.4189634,0.52532023
14080,-3.7940166,-0.98787665	,-3.4257202,0.5066653
14081,-3.8078117,-0.9830248	,-3.5021117,0.5262862
14082,-3.8018897,-0.99066526	,-3.512413,0.53027827
14083,-3.7572205,-0.96569103	,-3.5251522,0.53484696
14084,-3.6758347,-0.9547788	,-3.5392694,0.5407344
14085,-3.674187,-0.9518001	,-3.5450258,0.526097
14086,-3.6566663,-0.9565462	,-3.543795,0.53043985
14087,-3.6296966,-0.93304634	,-3.7000089,0.5484932
14088,-3.5713782,-0.9271209	,-3.482774,0.52626014
14089,-3.5991325,-0.9450702	,-3.3497596,0.5086384
14090,-3.6959324,-0.9443832	,-3.3440485,0.5098751
14091,-3.7457714,-0.9674887	,-3.352437,0.50476176
14092,-3.7644513,-0.9695872	,-3.3605454,0.517364
14093,-3.5619483,-0.93139344	,-3.2225432,0.50155073
14094,-3.5753386,-0.91880625	,-3.1746008,0.49175745
14095,-3.5324457,-0.9217619	,-3.1768067,0.48392674
14096,-3.5193028,-0.9160202	,-3.1785522,0.48239973
14097,-3.5207794,-0.9211172	,-3.194728,0.49709007
14098,-3.4870725,-0.9049112	,-3.116415,0.477246
14099,-3.4896939,-0.90655786	,-3.1084805,0.4733582
14100,-3.4583368,-0.9003209	,-3.1154227,0.46634275
14101,-3.359057,-0.8695246	,-3.0666673,0.4578157
14102,-3.1539402,-0.8317236	,-2.8306594,0.4228362
14103,-3.0892391,-0.80411226	,-2.8033829,0.41761002
14104,-2.8804255,-0.7526405	,-2.6337101,0.39620814
14105,-2.9000335,-0.74750537	,-2.626274,0.4037733
14106,-2.773315,-0.73131496	,-2.5048788,0.38322863
14107,-2.8659308,-0.74798304	,-2.5011494,0.37615165
14108,-2.8676605,-0.74446386	,-2.5056202,0.36793157
14109,-2.8713331,-0.7556919	,-2.5447848,0.37559026
14110,-2.7994602,-0.7357286	,-2.5394666,0.38201016
14111,-2.6989388,-0.7103566	,-2.4044502,0.37501884
14112,-2.7071443,-0.7200591	,-2.4298615,0.37963313
14113,-2.6681924,-0.7114578	,-2.3976576,0.36847466
14114,-2.6502008,-0.71175003	,-2.3536773,0.35402998
14115,-2.6284783,-0.6896942	,-2.318624,0.3530623
14116,-2.6575787,-0.70404613	,-2.3699982,0.36529922
14117,-2.640795,-0.7101094	,-2.3330274,0.34249595
14118,-2.5929134,-0.68634903	,-2.3345506,0.34435305
14119,-2.3883202,-0.6359271	,-2.1561162,0.31057566
14120,-2.3338048,-0.61905307	,-2.0446446,0.27808985
14121,-2.2938454,-0.6279346	,-2.0141978,0.30373144
14122,-2.2694132,-0.6158467	,-1.9767053,0.27460787
14123,-2.2780366,-0.6219641	,-1.9608159,0.2839698
14124,-2.2758567,-0.6207835	,-1.9613334,0.2889345
14125,-2.2233472,-0.6073841	,-1.9717457,0.29789552
14126,-2.2281308,-0.5995432	,-1.9844328,0.29336324
14127,-2.193614,-0.60073215	,-1.9027313,0.2804646
14128,-2.144276,-0.58371645	,-1.8617529,0.27326182
14129,-2.1493998,-0.5851128	,-1.8642601,0.25774312
14130,-2.185718,-0.5901637	,-1.9059616,0.27309087
14131,-2.1694417,-0.58945394	,-1.9080011,0.27719927
14132,-2.1269724,-0.5955366	,-1.8842999,0.27017006
14133,-2.073796,-0.56770515	,-1.8209333,0.26979676
14134,-2.0702813,-0.56437296	,-1.8176494,0.27854097
14135,-2.06597,-0.5580098	,-1.8078287,0.26201737
14136,-2.080371,-0.5622808	,-1.8003386,0.26024053
14137,-2.0695887,-0.5698806	,-1.7974504,0.2781716
14138,-2.0733027,-0.57725346	,-1.8059583,0.27283108
14139,-2.0747817,-0.57033455	,-1.8424622,0.26921147
14140,-2.101455,-0.58996236	,-1.8460833,0.2616882
14141,-2.0622427,-0.57033753	,-1.8266703,0.27814496
14142,-2.064757,-0.5708629	,-1.8240865,0.26642695
14143,-2.137364,-0.5828695	,-1.8920369,0.29096347
14144,-2.1323392,-0.5883868	,-1.8838649,0.27998132
14145,-2.138921,-0.5695652	,-1.8906677,0.2766042
14146,-2.1105022,-0.58238345	,-1.911033,0.27441055
14147,-2.0440173,-0.56612885	,-1.8529776,0.268978
14148,-2.0376987,-0.56789154	,-1.8570129,0.27800763
14149,-2.0256574,-0.5569243	,-1.8440186,0.26081046
14150,-2.0362976,-0.5603217	,-1.8805842,0.27705166
14151,-2.0853124,-0.56680477	,-1.8309709,0.26324847
14152,-2.09794,-0.57208645	,-1.8800743,0.2834882
14153,-2.0873551,-0.57219803	,-1.8680212,0.26794672
14154,-2.112445,-0.5777534	,-1.8660315,0.2792952
14155,-2.1144931,-0.58431166	,-1.8591809,0.27406847
14156,-2.1742516,-0.60225546	,-1.9602424,0.2834512
14157,-2.1772234,-0.5963359	,-1.9564689,0.28483889
14158,-2.2249544,-0.615661	,-1.9932282,0.29018226
14159,-2.2261868,-0.606743	,-1.9824052,0.29339427
14160,-2.2691057,-0.62820387	,-2.0510793,0.3060277
14161,-2.2473187,-0.62162006	,-2.039622,0.3144385
14162,-2.2610905,-0.61771166	,-2.066226,0.309192
14163,-2.2566156,-0.62809634	,-2.142798,0.3237413
14164,-2.2769415,-0.62197924	,-2.1810427,0.31680366
14165,-2.3536894,-0.6368696	,-2.2260945,0.34050107
14166,-2.3060348,-0.62253076	,-2.1692755,0.32630152
14167,-2.3060668,-0.6172371	,-2.1411948,0.3294071
14168,-2.2650151,-0.6200604	,-2.1308248,0.32237175
14169,-2.257889,-0.6233887	,-2.1082942,0.3164917
14170,-2.3017967,-0.6295829	,-2.055723,0.30302384
14171,-2.2815752,-0.62437236	,-2.0228293,0.30722755
14172,-2.3402913,-0.62643826	,-2.0722828,0.31136557
14173,-2.3401453,-0.63009626	,-2.0584989,0.3148559
14174,-2.3344226,-0.6353658	,-2.0588033,0.3114965
14175,-2.352501,-0.6344342	,-2.0828028,0.32374784
14176,-2.3438873,-0.63473856	,-2.1100073,0.31456995
14177,-2.3130136,-0.63105524	,-2.1063056,0.33537763
14178,-2.4195166,-0.6515005	,-2.2076519,0.34260273
14179,-2.4340312,-0.65569776	,-2.1952126,0.33733284
14180,-2.4011042,-0.64553744	,-2.2430956,0.35227448
14181,-2.3550196,-0.6380052	,-2.2209759,0.33798203
14182,-2.3835175,-0.6464099	,-2.1835349,0.33924073
14183,-2.3921785,-0.6414954	,-2.2364624,0.33425364
14184,-2.4785318,-0.6598864	,-2.336325,0.35315418
14185,-2.5064197,-0.6631459	,-2.3038728,0.3295891
14186,-2.539164,-0.6753455	,-2.3278508,0.34801045
14187,-2.5278826,-0.6700139	,-2.3840559,0.3532997
14188,-2.5465531,-0.6719593	,-2.4155846,0.37804028
14189,-2.4198155,-0.65074813	,-2.2824907,0.3619163
14190,-2.435901,-0.6515304	,-2.2790275,0.36275995
14191,-2.4354856,-0.6491974	,-2.3100083,0.3478042
14192,-2.3942425,-0.63531125	,-2.3010967,0.35500732
14193,-2.4361055,-0.6479039	,-2.3025486,0.33799812
14194,-2.45636,-0.65208566	,-2.27458,0.3439075
14195,-2.3777287,-0.64229953	,-2.1988173,0.3451866
14196,-2.4076705,-0.65282243	,-2.179546,0.3274022
14197,-2.368757,-0.6373554	,-2.1799774,0.3335779
14198,-2.3685453,-0.6393101	,-2.1289244,0.33002558
14199,-2.373133,-0.63235444	,-2.1843948,0.32232004
14200,-2.398259,-0.64291006	,-2.2055156,0.33701503
14201,-2.435763,-0.64651537	,-2.1717057,0.31723985
14202,-2.3993623,-0.64660513	,-2.1772428,0.31555337
14203,-2.420491,-0.64299464	,-2.2122972,0.33378667
14204,-2.417993,-0.63529086	,-2.2395546,0.3396418
14205,-2.4381874,-0.64956397	,-2.2375932,0.3299562
14206,-2.4856296,-0.6581557	,-2.2956216,0.32455006
14207,-2.5196207,-0.6668513	,-2.3378434,0.33345684
14208,-2.5699234,-0.67031974	,-2.329911,0.3419792
14209,-2.566024,-0.6755401	,-2.2933707,0.33408982
14210,-2.559079,-0.6751518	,-2.3185258,0.3430407
14211,-2.512011,-0.6701493	,-2.3283808,0.34631765
14212,-2.4868622,-0.6634006	,-2.239065,0.32502913
14213,-2.4648414,-0.6498791	,-2.309781,0.3488268
14214,-2.5095654,-0.6672406	,-2.3105526,0.35280347
14215,-2.4589014,-0.64787585	,-2.3028061,0.34562317
14216,-2.3428633,-0.63108444	,-2.1909878,0.3264852
14217,-2.3548574,-0.6199524	,-2.202034,0.30304733
14218,-2.3692927,-0.6433041	,-2.1553004,0.31556123
14219,-2.3121343,-0.6227773	,-2.130413,0.31948438
14220,-2.3894942,-0.6360448	,-2.2149532,0.34935883
14221,-2.3991642,-0.6383369	,-2.1462052,0.31811342
14222,-2.4003122,-0.6240604	,-2.1470957,0.3235353
14223,-2.3545978,-0.615249	,-2.1023645,0.32136282
14224,-2.4055474,-0.6330081	,-2.113996,0.30486816
